ts,open,high,low,close,volume,volCcy,volCcyQuote,confirm
2024-08-05 18:00:00,54712.0,54723.8,53000.0,53102.0,1026.22452274,55190042.95132423,55190042.95132423,1
2024-08-05 19:00:00,53102.0,53598.9,52552.0,53470.1,1509.97798691,80149194.0420462,80149194.0420462,1
2024-08-05 20:00:00,53463.8,54428.2,53451.7,54398.0,811.27758897,43746733.57185649,43746733.57185649,1
2024-08-05 21:00:00,54389.7,55201.9,54275.0,54376.0,558.970484,30574493.78016112,30574493.78016112,1
2024-08-05 22:00:00,54372.1,54970.5,54206.5,54697.8,425.5019276,23252472.365453046,23252472.365453046,1
2024-08-05 23:00:00,54697.8,55088.0,53869.6,54018.0,646.90200787,35238801.7569879,35238801.7569879,1
2024-08-06 00:00:00,54014.0,56075.7,53938.3,56040.1,1549.71746461,85805558.39189628,85805558.39189628,1
2024-08-06 01:00:00,56036.4,56330.9,55425.9,55727.9,1051.65170922,58763192.161120795,58763192.161120795,1
2024-08-06 02:00:00,55727.9,56058.4,55624.3,55835.8,623.21797332,34802457.075256094,34802457.075256094,1
2024-08-06 03:00:00,55835.8,55908.2,55478.8,55668.8,636.75183993,35490973.007776976,35490973.007776976,1
2024-08-06 04:00:00,55668.8,55760.8,55255.0,55494.1,444.76300707,24683776.45338432,24683776.45338432,1
2024-08-06 05:00:00,55494.1,55994.0,55264.5,55933.9,635.23810315,35357825.986053415,35357825.986053415,1
2024-08-06 06:00:00,55933.9,56053.5,55539.0,55788.2,586.30195303,32745703.06390275,32745703.06390275,1
2024-08-06 07:00:00,55787.1,56160.0,55447.9,56007.4,462.46426097,25816225.78996199,25816225.78996199,1
2024-08-06 08:00:00,56004.1,56114.3,54606.5,54991.3,1042.11789831,57606607.08075214,57606607.08075214,1
2024-08-06 09:00:00,54995.1,55322.7,54605.8,55210.0,797.50344845,43810914.729403526,43810914.729403526,1
2024-08-06 10:00:00,55206.5,55435.1,54881.0,55064.1,432.50262237,23833979.798757482,23833979.798757482,1
2024-08-06 11:00:00,55064.2,55396.3,54867.9,55208.2,461.64562765,25456277.56648808,25456277.56648808,1
2024-08-06 12:00:00,55210.9,55462.2,54675.0,54772.3,599.96194753,33017964.90751561,33017964.90751561,1
2024-08-06 13:00:00,54768.5,55438.8,54379.5,55206.1,1087.33705973,59701275.16398032,59701275.16398032,1
2024-08-06 14:00:00,55198.7,56615.4,55142.0,56123.1,2295.70300923,128789605.46621619,128789605.46621619,1
2024-08-06 15:00:00,56123.2,56435.9,55732.9,56412.6,544.40766724,30516337.78578389,30516337.78578389,1
2024-08-06 16:00:00,56409.7,56922.9,56237.3,56779.9,792.22185403,44850733.98070331,44850733.98070331,1
2024-08-06 17:00:00,56774.0,56969.6,56484.0,56496.1,471.70967501,26760952.85759501,26760952.85759501,1
2024-08-06 18:00:00,56492.0,57073.6,56360.0,56727.4,446.51805156,25332499.276293416,25332499.276293416,1
2024-08-06 19:00:00,56727.4,56884.6,56305.7,56761.0,570.29246957,32308878.905422386,32308878.905422386,1
2024-08-06 20:00:00,56763.7,56857.0,56201.4,56540.1,442.95406072,25034095.987750057,25034095.987750057,1
2024-08-06 21:00:00,56540.1,56636.0,56105.5,56452.1,210.53486216,11868157.893449016,11868157.893449016,1
2024-08-06 22:00:00,56452.1,56935.6,55949.4,56194.9,528.21679175,29760519.48188466,29760519.48188466,1
2024-08-06 23:00:00,56201.8,56416.7,55799.0,56022.0,353.41439898,19802272.247307606,19802272.247307606,1
2024-08-07 00:00:00,56019.3,56365.1,55570.0,56273.3,535.19798618,29949874.694691062,29949874.694691062,1
2024-08-07 01:00:00,56273.3,57010.0,55788.5,56968.0,697.84319062,39437485.592264205,39437485.592264205,1
2024-08-07 02:00:00,56958.1,57280.0,56500.0,56764.0,813.43320614,46286508.3887157,46286508.3887157,1
2024-08-07 03:00:00,56764.6,56982.2,56583.9,56863.8,306.55052508,17407716.30657717,17407716.30657717,1
2024-08-07 04:00:00,56863.9,57243.6,56726.2,57048.0,444.01099589,25325633.433568135,25325633.433568135,1
2024-08-07 05:00:00,57049.9,57246.0,56706.0,56798.0,474.33059573,27036967.673435707,27036967.673435707,1
2024-08-07 06:00:00,56798.0,56999.0,56692.1,56839.9,291.28336434,16554003.367149321,16554003.367149321,1
2024-08-07 07:00:00,56833.7,57100.0,56546.5,56925.8,375.11747193,21311729.837271288,21311729.837271288,1
2024-08-07 08:00:00,56927.0,57456.0,56872.7,57347.0,864.63847377,49399081.77244453,49399081.77244453,1
2024-08-07 09:00:00,57348.0,57736.3,57176.3,57354.0,1085.61888662,62368555.59239189,62368555.59239189,1
2024-08-07 10:00:00,57354.2,57736.1,57264.5,57329.9,576.08509773,33125770.93635043,33125770.93635043,1
2024-08-07 11:00:00,57328.1,57380.0,56868.5,56968.6,562.57550973,32129753.23358916,32129753.23358916,1
2024-08-07 12:00:00,56966.0,57345.9,56819.1,57296.0,502.76697304,28709128.107021756,28709128.107021756,1
2024-08-07 13:00:00,57294.2,57481.4,56717.4,56837.9,565.03674419,32279233.272916704,32279233.272916704,1
2024-08-07 14:00:00,56835.7,56996.7,55653.7,56086.7,1265.70826599,71192309.08544087,71192309.08544087,1
2024-08-07 15:00:00,56085.6,56399.9,55773.3,56092.7,412.4489914,23121360.757939983,23121360.757939983,1
2024-08-07 16:00:00,56092.7,56293.6,55825.8,56132.4,362.43802562,20315261.718815554,20315261.718815554,1
2024-08-07 17:00:00,56120.9,56325.7,55393.2,55573.6,496.70844406,27685896.197654217,27685896.197654217,1
2024-08-07 18:00:00,55573.6,55627.3,54671.0,54808.0,920.85624484,50675916.785452925,50675916.785452925,1
2024-08-07 19:00:00,54808.9,55160.4,54693.9,54756.1,355.08971464,19504777.358219914,19504777.358219914,1
2024-08-07 20:00:00,54763.2,55310.9,54649.0,55148.0,560.050757,30799381.533928826,30799381.533928826,1
2024-08-07 21:00:00,55153.0,55613.6,54870.3,55427.9,445.87840713,24659020.340375092,24659020.340375092,1
2024-08-07 22:00:00,55422.2,55470.5,54563.6,55288.6,348.52706627,19190017.788653634,19190017.788653634,1
2024-08-07 23:00:00,55288.6,55435.4,54922.1,55142.7,343.69237064,18971063.40932869,18971063.40932869,1
2024-08-08 00:00:00,55137.6,55375.4,54727.6,55306.1,455.09475494,25071473.543012258,25071473.543012258,1
2024-08-08 01:00:00,55306.1,57416.1,55263.9,56867.9,1766.7220125,99647474.16415356,99647474.16415356,1
2024-08-08 02:00:00,56870.1,57649.6,56819.3,57355.9,796.19583438,45614297.808122225,45614297.808122225,1
2024-08-08 03:00:00,57358.3,57630.0,57050.0,57055.8,436.26930035,25048175.009799346,25048175.009799346,1
2024-08-08 04:00:00,57055.9,57241.2,56668.0,56765.0,501.3146304,28554573.157545593,28554573.157545593,1
2024-08-08 05:00:00,56765.2,57018.9,56725.5,56956.0,233.16849643,13271735.64731195,13271735.64731195,1
2024-08-08 06:00:00,56957.9,57346.6,56790.2,57220.0,419.69803969,23944812.35387649,23944812.35387649,1
2024-08-08 07:00:00,57220.1,57421.7,57124.3,57192.0,363.62745839,20832676.033535633,20832676.033535633,1
2024-08-08 08:00:00,57193.9,57377.9,57120.1,57234.0,227.21981266,13010263.597605204,13010263.597605204,1
2024-08-08 09:00:00,57234.0,57498.9,56976.8,57347.9,253.5210145,14521690.173254952,14521690.173254952,1
2024-08-08 10:00:00,57346.2,57564.9,57200.0,57377.1,213.82177409,12272762.12230393,12272762.12230393,1
2024-08-08 11:00:00,57379.9,57688.0,57256.0,57321.5,384.58517591,22095759.62496052,22095759.62496052,1
2024-08-08 12:00:00,57321.6,58489.0,57094.5,57934.9,1643.66529869,95155783.22388735,95155783.22388735,1
2024-08-08 13:00:00,57930.1,58258.2,56691.2,57268.9,1238.01212054,71110362.65560254,71110362.65560254,1
2024-08-08 14:00:00,57272.2,59000.0,57173.6,58927.9,1713.73444875,100056794.82175292,100056794.82175292,1
2024-08-08 15:00:00,58924.3,59516.0,58638.2,59429.9,1101.67453275,65084171.72071517,65084171.72071517,1
2024-08-08 16:00:00,59434.1,59876.0,59354.3,59566.0,772.69543096,46058876.10048972,46058876.10048972,1
2024-08-08 17:00:00,59564.0,59857.0,59272.0,59464.1,350.55645696,20877937.44085886,20877937.44085886,1
2024-08-08 18:00:00,59468.0,59696.8,59329.9,59337.7,283.35612897,16854331.254208654,16854331.254208654,1
2024-08-08 19:00:00,59335.1,59822.0,59240.8,59415.3,722.52708111,43079835.58919364,43079835.58919364,1
2024-08-08 20:00:00,59420.0,59684.5,59300.0,59502.2,122.09889001,7263966.38517433,7263966.38517433,1
2024-08-08 21:00:00,59500.1,61386.0,59496.0,61168.4,841.74381436,50925619.968237564,50925619.968237564,1
2024-08-08 22:00:00,61174.4,62542.6,60622.8,62328.9,1144.05442454,70376186.2812484,70376186.2812484,1
2024-08-08 23:00:00,62330.8,62750.0,61625.2,61686.1,983.99616393,61105948.625727154,61105948.625727154,1
2024-08-09 00:00:00,61692.0,61752.6,61089.7,61216.2,611.6647885,37584886.93582566,37584886.93582566,1
2024-08-09 01:00:00,61216.3,61546.9,60771.3,61403.0,571.57462634,34953455.18545531,34953455.18545531,1
2024-08-09 02:00:00,61403.1,61455.4,61149.5,61231.9,276.13389814,16928804.97724698,16928804.97724698,1
2024-08-09 03:00:00,61230.8,61572.0,61170.5,61360.1,210.35904212,12903809.127842806,12903809.127842806,1
2024-08-09 04:00:00,61360.1,61396.0,60713.0,60718.6,287.98263099,17573280.76992143,17573280.76992143,1
2024-08-09 05:00:00,60718.9,61021.1,60589.1,60986.8,254.43145052,15485462.42133521,15485462.42133521,1
2024-08-09 06:00:00,60986.8,61117.7,60736.0,60883.6,268.90904642,16385646.118978795,16385646.118978795,1
2024-08-09 07:00:00,60883.6,61304.7,60750.0,60862.1,391.83563621,23916107.4722703,23916107.4722703,1
