ts,open,high,low,close,volume,volCcy,volCcyQuote,confirm
2024-08-13 15:00:00,59641.0,59727.2,59386.1,59446.1,85.59500639,5098973.839237564,5098973.839237564,0
2024-08-13 14:00:00,59395.8,59776.2,59016.2,59641.9,600.63161155,35726423.79239667,35726423.79239667,1
2024-08-13 13:00:00,59121.6,59429.7,58843.3,59388.0,403.74375706,23893276.18739052,23893276.18739052,1
2024-08-13 12:00:00,58832.0,59188.4,58706.3,59121.7,341.30577945,20116567.67468065,20116567.67468065,1
2024-08-13 11:00:00,58667.9,58904.4,58559.9,58832.0,216.31218319,12707026.730982238,12707026.730982238,1
2024-08-13 10:00:00,58944.0,58972.0,58398.1,58667.9,428.94903052,25160876.11540841,25160876.11540841,1
2024-08-13 09:00:00,59094.0,59102.0,58709.0,58945.9,254.79956298,15007844.758045446,15007844.758045446,1
2024-08-13 08:00:00,59243.9,59340.0,58925.9,59094.0,184.17329799,10883853.555273248,10883853.555273248,1
2024-08-13 07:00:00,59371.8,59459.9,59055.3,59243.9,131.33213869,7785244.720528985,7785244.720528985,1
2024-08-13 06:00:00,59219.4,59482.7,58978.1,59371.5,145.86789327,8643015.681201987,8643015.681201987,1
2024-08-13 05:00:00,59223.9,59369.3,59099.4,59219.4,104.86295843,6210906.124190017,6210906.124190017,1
2024-08-13 04:00:00,59048.0,59254.3,58831.3,59224.0,103.38446852,6108104.058117006,6108104.058117006,1
2024-08-13 03:00:00,59484.7,59522.9,58873.8,59048.0,419.65099084,24828098.161490407,24828098.161490407,1
2024-08-13 02:00:00,59734.2,59779.8,59300.0,59484.6,161.45961292,9604930.029700655,9604930.029700655,1
2024-08-13 01:00:00,59792.6,59931.7,59464.8,59734.1,194.32545677,11602977.558794295,11602977.558794295,1
2024-08-13 00:00:00,59348.0,59888.0,59264.9,59797.4,236.60887562,14102116.979977394,14102116.979977394,1
2024-08-12 23:00:00,59059.6,59750.8,59025.1,59348.0,448.680222,26660007.650914796,26660007.650914796,1
2024-08-12 22:00:00,58972.0,59253.6,58858.1,59059.7,214.38611649,12665975.44844773,12665975.44844773,1
2024-08-12 21:00:00,58846.1,59219.3,58536.3,58971.9,339.13166635,19955297.95207297,19955297.95207297,1
2024-08-12 20:00:00,59048.0,59387.6,58737.4,58848.0,341.14509408,20168537.827673,20168537.827673,1
2024-08-12 19:00:00,58527.5,59319.3,58527.5,59044.0,824.56386596,48743556.93571372,48743556.93571372,1
2024-08-12 18:00:00,59300.0,59492.7,58440.3,58526.1,398.06992007,23455148.936009288,23455148.936009288,1
2024-08-12 17:00:00,59604.1,59914.2,59260.1,59295.2,274.40248135,16337784.523828236,16337784.523828236,1
2024-08-12 16:00:00,60204.0,60409.1,59548.8,59608.1,464.84932823,27843379.53904115,27843379.53904115,1
2024-08-12 15:00:00,60296.1,60518.1,59238.4,60207.2,1155.19509147,69156931.43171415,69156931.43171415,1
2024-08-12 14:00:00,58164.0,60692.8,57784.8,60296.0,1585.31070202,94315834.44835219,94315834.44835219,1
2024-08-12 13:00:00,59730.0,59878.5,57985.5,58154.8,994.79767098,58520049.23783736,58520049.23783736,1
2024-08-12 12:00:00,59850.1,59931.6,59517.3,59728.3,408.92618141,24413652.699623924,24413652.699623924,1
2024-08-12 11:00:00,58973.9,59973.9,58885.3,59851.9,829.11796318,49335828.12144027,49335828.12144027,1
2024-08-12 10:00:00,58298.4,58998.9,58120.1,58974.0,470.53675158,27603093.043125384,27603093.043125384,1
2024-08-12 09:00:00,58318.8,58637.8,58170.1,58302.1,256.8306295,14988067.362429278,14988067.362429278,1
2024-08-12 08:00:00,58670.1,59022.0,58244.0,58318.9,391.61949125,22991511.684802823,22991511.684802823,1
2024-08-12 07:00:00,58402.1,59000.0,57592.9,58674.1,1103.89858826,64369704.586241975,64369704.586241975,1
2024-08-12 06:00:00,58567.9,58633.6,58130.0,58402.1,444.40626338,25917609.48213883,25917609.48213883,1
2024-08-12 05:00:00,58518.0,58696.9,58400.0,58568.0,164.33455578,9623738.535851263,9623738.535851263,1
2024-08-12 04:00:00,58515.8,58668.5,58359.9,58518.0,129.56371341,7575030.033773575,7575030.033773575,1
2024-08-12 03:00:00,58709.8,58813.8,58437.3,58515.9,112.20256469,6578906.762398428,6578906.762398428,1
2024-08-12 02:00:00,58580.1,58742.6,58310.6,58702.0,432.14583081,25241534.64505017,25241534.64505017,1
2024-08-12 01:00:00,58451.9,58796.0,58278.2,58580.2,438.72190077,25679837.294003353,25679837.294003353,1
2024-08-12 00:00:00,58711.6,59080.0,58073.6,58448.9,655.08791218,38331983.69457017,38331983.69457017,1
2024-08-11 23:00:00,58989.9,59024.4,58690.0,58711.7,235.24758479,13829290.279495325,13829290.279495325,1
2024-08-11 22:00:00,59012.0,59349.9,58530.6,58990.0,430.88442428,25373527.41759572,25373527.41759572,1
2024-08-11 21:00:00,58503.1,59079.9,58315.0,59018.0,355.72559561,20862073.70611005,20862073.70611005,1
2024-08-11 20:00:00,59630.0,59678.0,58300.4,58508.4,989.20401559,58271157.32252792,58271157.32252792,1
2024-08-11 19:00:00,60262.0,60277.0,59550.9,59629.9,239.67707753,14321832.72546029,14321832.72546029,1
2024-08-11 18:00:00,60272.0,60347.9,60127.7,60260.2,54.60379747,3287995.298923385,3287995.298923385,1
2024-08-11 17:00:00,60183.2,60358.4,60000.5,60272.1,99.10662882,5961069.211361365,5961069.211361365,1
2024-08-11 16:00:00,60128.0,60306.1,59976.4,60182.0,226.54535239,13626649.641992547,13626649.641992547,1
2024-08-11 15:00:00,60337.9,60477.9,59936.3,60127.9,391.52371689,23565579.48635017,23565579.48635017,1
2024-08-11 14:00:00,60463.9,60765.4,60190.8,60336.5,240.43336533,14526599.026243301,14526599.026243301,1
2024-08-11 13:00:00,60503.8,60634.0,60170.0,60463.9,352.12808899,21254834.90381991,21254834.90381991,1
2024-08-11 12:00:00,60666.1,60704.4,60229.5,60503.7,250.83256848,15159582.039268695,15159582.039268695,1
2024-08-11 11:00:00,61044.1,61078.9,60431.0,60668.0,380.89839932,23108675.580198873,23108675.580198873,1
2024-08-11 10:00:00,61110.1,61270.0,60948.0,61046.1,200.13730237,12229407.305033278,12229407.305033278,1
2024-08-11 09:00:00,61267.9,61885.7,61000.0,61108.1,430.96637379,26452166.62599161,26452166.62599161,1
2024-08-11 08:00:00,61264.5,61434.5,61165.2,61267.9,199.77733558,12240780.754865479,12240780.754865479,1
2024-08-11 07:00:00,61118.2,61273.4,61094.0,61262.6,108.51486828,6639870.504385715,6639870.504385715,1
2024-08-11 06:00:00,61118.6,61169.0,61010.1,61118.1,77.32791562,4724467.692708646,4724467.692708646,1
2024-08-11 05:00:00,60895.9,61156.7,60882.2,61116.1,66.79941392,4076287.89629296,4076287.89629296,1
2024-08-11 04:00:00,61090.0,61147.4,60880.4,60896.0,180.89739744,11034047.73999292,11034047.73999292,1
